Factuurnummer of Subset_sales_data_Prediction_beers,Factuurdatum,Identificatienummer,Naam of Subset_sales_data_Prediction_beers,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter,Liter_clean,Year of Subset_sales_data_Prediction_beers,Factuurnummer of FINAL SubsetData_PredictionBeers,Naam of FINAL SubsetData_PredictionBeers,Year of FINAL SubsetData_PredictionBeers,N Rows,Sum(Liter_clean),Order_Size
202301033,29/12/2023,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2023,202301033,Restaurant | Hoop doet Eten,2023,2,80,Regular
202400005,08/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,9,Hoop Kaper Tropical - Summer Session IPA,17.82,17.82,2024,202400005,Van Bieren Retail,2024,1,17.82,Regular
202400008,08/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2024,202400008,Van Bieren Retail,2024,1,1.98,Regular
202400009,03/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88,11.88,2024,202400009,Winkel | Hoop doet Eten,2024,5,50.67,Regular
202400009,03/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2024,202400009,Winkel | Hoop doet Eten,2024,5,50.67,Regular
202400009,03/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",3,Hoop US Lager,4.95,4.95,2024,202400009,Winkel | Hoop doet Eten,2024,5,50.67,Regular
202400009,03/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92,7.92,2024,202400009,Winkel | Hoop doet Eten,2024,5,50.67,Regular
202400009,03/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000449,"Hoop Bleke Nelis doos 6fles/0,75l","Bier in fles, Kern",4,Hoop Bleke Nelis,18,18,2024,202400009,Winkel | Hoop doet Eten,2024,5,50.67,Regular
202400012,05/01/2024,000593,Erdi Verkeerstechniek BV,Erdi Verkeerstechniek BV,"B2B, Zaanstreek",,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400012,Erdi Verkeerstechniek BV,2024,1,7.92,Regular
202400013,03/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop US Lager,60,60,2024,202400013,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400013,03/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400013,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400013,03/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20,20,2024,202400013,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400014,17/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,6,Hoop Bleke Nelis,11.88,11.88,2024,202400014,Van Bieren Retail,2024,3,22.11,Regular
202400014,17/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2024,202400014,Van Bieren Retail,2024,3,22.11,Regular
202400014,17/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25,8.25,2024,202400014,Van Bieren Retail,2024,3,22.11,Regular
202400015,10/01/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2024,202400015,d'Swarte Walvis,2024,1,15.84,Regular
202400017,10/01/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",4,Hoop US Lager,6.6,6.6,2024,202400017,Slijterij Vonk B.V.,2024,1,6.6,Regular
202400018,22/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400018,Van Bieren Retail,2024,3,11.22,Regular
202400018,22/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400018,Van Bieren Retail,2024,3,11.22,Regular
202400018,22/01/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400018,Van Bieren Retail,2024,3,11.22,Regular
202400019,19/01/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92,7.92,2024,202400019,Slijterij Vonk B.V.,2024,2,15.84,Regular
202400019,19/01/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400019,Slijterij Vonk B.V.,2024,2,15.84,Regular
202400020,19/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400020,Restaurant | Hoop doet Eten,2024,1,40,Regular
202400021,17/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400021,Van Bieren Retail B.V.,2024,2,7.26,Regular
202400021,17/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400021,Van Bieren Retail B.V.,2024,2,7.26,Regular
202400022,16/01/2024,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400022,Gall en Gall Westerwatering,2024,3,7.59,Regular
202400022,16/01/2024,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2024,202400022,Gall en Gall Westerwatering,2024,3,7.59,Regular
202400022,16/01/2024,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2024,202400022,Gall en Gall Westerwatering,2024,3,7.59,Regular
202400023,17/01/2024,000517,Versenzo BV,Ranzijn Zaandam,Keten,Sjors Sombroek,Nederland,Amsterdam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400023,Versenzo BV,2024,1,7.92,Regular
202400024,16/01/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400024,d'Swarte Walvis,2024,2,107.92,Regular
202400024,16/01/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000149,Hoop US Lager rvs 50L,"Bier in RVS fust, Kern",2,Hoop US Lager,100,100,2024,202400024,d'Swarte Walvis,2024,2,107.92,Regular
202400025,17/01/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400025,Cafe Fabriek,2024,1,60,Regular
202400027,10/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400027,Winkel | Hoop doet Eten,2024,3,17.16,Regular
202400027,10/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",6,Hoop US Lager,9.9,9.9,2024,202400027,Winkel | Hoop doet Eten,2024,3,17.16,Regular
202400027,10/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400027,Winkel | Hoop doet Eten,2024,3,17.16,Regular
202400028,17/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",1,Hoop Bleke Nelis,20,20,2024,202400028,Restaurant | Hoop doet Eten,2024,3,80,Regular
202400028,17/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40,40,2024,202400028,Restaurant | Hoop doet Eten,2024,3,80,Regular
202400028,17/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",1,Hoop US Lager,20,20,2024,202400028,Restaurant | Hoop doet Eten,2024,3,80,Regular
202400029,18/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400029,Van Bieren Retail B.V.,2024,2,10.56,Regular
202400029,18/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2024,202400029,Van Bieren Retail B.V.,2024,2,10.56,Regular
202400030,18/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400030,Van Bieren Retail B.V.,2024,2,7.26,Regular
202400030,18/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400030,Van Bieren Retail B.V.,2024,2,7.26,Regular
202400031,18/01/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",4,Hoop US Lager,80,80,2024,202400031,Lab-44,2024,1,80,Regular
202400032,19/01/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400032,Slijterij Drinks & Gifts,2024,4,14.52,Regular
202400032,19/01/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400032,Slijterij Drinks & Gifts,2024,4,14.52,Regular
202400032,19/01/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400032,Slijterij Drinks & Gifts,2024,4,14.52,Regular
202400032,19/01/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400032,Slijterij Drinks & Gifts,2024,4,14.52,Regular
202400033,19/01/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400033,VVV Zaanstore,2024,1,7.92,Regular
202400034,19/01/2024,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400034,Koog Supermarkten BV,2024,1,7.92,Regular
202400035,17/01/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400035,Tap Zuid B.V.,2024,1,40,Regular
202400041,24/01/2024,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",36,Hoop Bleke Nelis,142.56,142.56,2024,202400041,Multi Bier BV,2024,1,142.56,Regular
202400044,24/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2024,202400044,Winkel | Hoop doet Eten,2024,5,36.96,Regular
202400044,24/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2024,202400044,Winkel | Hoop doet Eten,2024,5,36.96,Regular
202400044,24/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",1,Hoop US Lager,3.96,3.96,2024,202400044,Winkel | Hoop doet Eten,2024,5,36.96,Regular
202400044,24/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2024,202400044,Winkel | Hoop doet Eten,2024,5,36.96,Regular
202400044,24/01/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400044,Winkel | Hoop doet Eten,2024,5,36.96,Regular
202400045,26/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400045,Van Bieren Retail B.V.,2024,3,14.52,Regular
202400045,26/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400045,Van Bieren Retail B.V.,2024,3,14.52,Regular
202400045,26/01/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2024,202400045,Van Bieren Retail B.V.,2024,3,14.52,Regular
202400046,26/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400046,Restaurant | Hoop doet Eten,2024,3,120,Regular
202400046,26/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400046,Restaurant | Hoop doet Eten,2024,3,120,Regular
202400046,26/01/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20,20,2024,202400046,Restaurant | Hoop doet Eten,2024,3,120,Regular
202400048,31/01/2024,000479,De Stoomhal,De Stoomhal,"Café, Zaanstreek",Dennis de Leeuw,Nederland,Wormer,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2024,202400048,De Stoomhal,2024,1,15.84,Regular
202400050,02/02/2024,000515,TOPZ,TOPZ,"Vereniging, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80,80,2024,202400050,TOPZ,2024,1,80,Regular
202400051,02/02/2024,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400051,Koog Supermarkten BV,2024,1,3.96,Regular
202400052,02/02/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400052,Cafe de Slager,2024,2,80,Regular
202400052,02/02/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400052,Cafe de Slager,2024,2,80,Regular
202400054,02/02/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400054,Tap Zuid B.V.,2024,1,40,Regular
202400055,02/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400055,Winkel | Hoop doet Eten,2024,2,7.26,Regular
202400055,02/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400055,Winkel | Hoop doet Eten,2024,2,7.26,Regular
202400059,02/02/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98,1.98,2024,202400059,De Keuken in,2024,3,6.93,Regular
202400059,02/02/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2024,202400059,De Keuken in,2024,3,6.93,Regular
202400059,02/02/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400059,De Keuken in,2024,3,6.93,Regular
202400061,07/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",4,Hoop US Lager,80,80,2024,202400061,Restaurant | Hoop doet Eten,2024,2,140,Regular
202400061,07/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400061,Restaurant | Hoop doet Eten,2024,2,140,Regular
202400062,07/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400062,d'Swarte Walvis,2024,2,107.92,Regular
202400062,07/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",5,Hoop US Lager,100,100,2024,202400062,d'Swarte Walvis,2024,2,107.92,Regular
