Factuurnummer of Subset_sales_data_Prediction_beers,Factuurdatum,Identificatienummer,Naam of Subset_sales_data_Prediction_beers,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter,Liter_clean,Year of Subset_sales_data_Prediction_beers,Factuurnummer of FINAL SubsetData_PredictionBeers,Naam of FINAL SubsetData_PredictionBeers,Year of FINAL SubsetData_PredictionBeers,N Rows,Sum(Liter_clean),Order_Size
202400063,07/02/2024,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2024,202400063,Restaurant De Kraai B.V.,2024,1,15.84,Regular
202400064,07/02/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400064,VVV Zaanstore,2024,2,5.61,Regular
202400064,07/02/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",1,Hoop US Lager,1.65,1.65,2024,202400064,VVV Zaanstore,2024,2,5.61,Regular
202400065,07/02/2024,000517,Versenzo BV,Ranzijn Zaandam,Keten,Sjors Sombroek,Nederland,Amsterdam,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",4,Hoop US Lager,6.6,6.6,2024,202400065,Versenzo BV,2024,1,6.6,Regular
202400071,14/02/2024,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400071,SPAR linnenbank,2024,1,7.92,Regular
202400072,14/02/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400072,Slijterij Drinks & Gifts,2024,1,3.3,Regular
202400074,16/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40,40,2024,202400074,Restaurant | Hoop doet Eten,2024,2,80,Regular
202400074,16/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400074,Restaurant | Hoop doet Eten,2024,2,80,Regular
202400075,14/02/2024,19,BierGro BV,BierGro BV,Distributeurs,Dennis de Leeuw,Nederland,Middenmeer,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400075,BierGro BV,2024,1,7.92,Regular
202400078,16/02/2024,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400078,Koog Supermarkten BV,2024,1,3.96,Regular
202400079,21/02/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400079,Van Bieren Retail B.V.,2024,3,17.82,Regular
202400079,21/02/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400079,Van Bieren Retail B.V.,2024,3,17.82,Regular
202400079,21/02/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,6,Hoop Bleke Nelis,9.9,9.9,2024,202400079,Van Bieren Retail B.V.,2024,3,17.82,Regular
202400080,21/02/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2024,202400080,Slijterij Vonk B.V.,2024,3,19.14,Regular
202400080,21/02/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2024,202400080,Slijterij Vonk B.V.,2024,3,19.14,Regular
202400080,21/02/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",5,Hoop US Lager,8.25,8.25,2024,202400080,Slijterij Vonk B.V.,2024,3,19.14,Regular
202400081,21/02/2024,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400081,Gall en Gall Westerwatering,2024,2,6.6,Regular
202400081,21/02/2024,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400081,Gall en Gall Westerwatering,2024,2,6.6,Regular
202400083,21/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400083,d'Swarte Walvis,2024,2,47.92,Regular
202400083,21/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400083,d'Swarte Walvis,2024,2,47.92,Regular
202400085,21/02/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400085,Cafe Fabriek,2024,1,40,Regular
202400086,21/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400086,d'Swarte Walvis,2024,2,7.26,Regular
202400086,21/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400086,d'Swarte Walvis,2024,2,7.26,Regular
202400088,21/02/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400088,Cafe de Slager,2024,2,60,Regular
202400088,21/02/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",1,Hoop Bleke Nelis,20,20,2024,202400088,Cafe de Slager,2024,2,60,Regular
202400089,26/02/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400089,Tap Zuid B.V.,2024,1,60,Regular
202400090,23/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400090,Restaurant | Hoop doet Eten,2024,2,80,Regular
202400090,23/02/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400090,Restaurant | Hoop doet Eten,2024,2,80,Regular
202400091,16/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400091,Winkel | Hoop doet Eten,2024,4,24.75,Regular
202400091,16/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92,7.92,2024,202400091,Winkel | Hoop doet Eten,2024,4,24.75,Regular
202400091,16/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2024,202400091,Winkel | Hoop doet Eten,2024,4,24.75,Regular
202400091,16/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",3,Hoop US Lager,4.95,4.95,2024,202400091,Winkel | Hoop doet Eten,2024,4,24.75,Regular
202400092,21/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400092,Winkel | Hoop doet Eten,2024,4,21.45,Regular
202400092,21/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2024,202400092,Winkel | Hoop doet Eten,2024,4,21.45,Regular
202400092,21/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400092,Winkel | Hoop doet Eten,2024,4,21.45,Regular
202400092,21/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2024,202400092,Winkel | Hoop doet Eten,2024,4,21.45,Regular
202400093,21/02/2024,000594,BIMAMI-events (TOPZ ZAANDAM),BIMAMI-events (TOPZ ZAANDAM),"Kantine, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80,80,2024,202400093,BIMAMI-events (TOPZ ZAANDAM),2024,1,80,Regular
202400096,28/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400096,d'Swarte Walvis,2024,2,47.92,Regular
202400096,28/02/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400096,d'Swarte Walvis,2024,2,47.92,Regular
202400098,28/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400098,Winkel | Hoop doet Eten,2024,3,14.52,Regular
202400098,28/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400098,Winkel | Hoop doet Eten,2024,3,14.52,Regular
202400098,28/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400098,Winkel | Hoop doet Eten,2024,3,14.52,Regular
202400099,09/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400099,Winkel | Hoop doet Eten,2024,3,13.86,Regular
202400099,09/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2024,202400099,Winkel | Hoop doet Eten,2024,3,13.86,Regular
202400099,09/02/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",3,Hoop US Lager,4.95,4.95,2024,202400099,Winkel | Hoop doet Eten,2024,3,13.86,Regular
202400100,28/02/2024,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2024,202400100,Koog Supermarkten BV,2024,1,7.92,Regular
202400103,01/03/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400103,Winkel | Hoop doet Eten,2024,2,19.8,Regular
202400103,01/03/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,15.84,15.84,2024,202400103,Winkel | Hoop doet Eten,2024,2,19.8,Regular
202400104,01/03/2024,000556,MOKUM HOSPITALITY B.V.,MOKUM HOSPITALITY B.V.,Café,,Nederland,AMSTERDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Bleke Nelis,19.8,19.8,2024,202400104,MOKUM HOSPITALITY B.V.,2024,1,19.8,Regular
202400108,01/03/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",4,Hoop US Lager,80,80,2024,202400108,Restaurant | Hoop doet Eten,2024,2,160,Regular
202400108,01/03/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80,80,2024,202400108,Restaurant | Hoop doet Eten,2024,2,160,Regular
202400109,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,15,Hoop Bleke Nelis,24.75,24.75,2024,202400109,Van Bieren Retail,2024,1,24.75,Regular
202400110,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,22,Hoop Kaper Tropical - Summer Session IPA,43.56,43.56,2024,202400110,Van Bieren Retail,2024,3,106.26,Regular
202400110,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,20,Hoop Bleke Nelis,33,33,2024,202400110,Van Bieren Retail,2024,3,106.26,Regular
202400110,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,15,Hoop Bleke Nelis,29.7,29.7,2024,202400110,Van Bieren Retail,2024,3,106.26,Regular
202400111,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,11,Hoop Bleke Nelis,21.78,21.78,2024,202400111,Van Bieren Retail,2024,3,53.46,Regular
202400111,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,6,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2024,202400111,Van Bieren Retail,2024,3,53.46,Regular
202400111,07/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,12,Hoop Bleke Nelis,19.8,19.8,2024,202400111,Van Bieren Retail,2024,3,53.46,Regular
202400113,06/03/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2024,202400113,Slijterij Drinks & Gifts,2024,2,7.26,Regular
202400113,06/03/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2024,202400113,Slijterij Drinks & Gifts,2024,2,7.26,Regular
202400114,06/03/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop US Lager,60,60,2024,202400114,d'Swarte Walvis,2024,2,71.88,Regular
202400114,06/03/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88,11.88,2024,202400114,d'Swarte Walvis,2024,2,71.88,Regular
202400115,08/03/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400115,Tap Zuid B.V.,2024,1,40,Regular
202400116,06/03/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2024,202400116,Winkel | Hoop doet Eten,2024,3,20.79,Regular
202400116,06/03/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2024,202400116,Winkel | Hoop doet Eten,2024,3,20.79,Regular
202400116,06/03/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400116,Winkel | Hoop doet Eten,2024,3,20.79,Regular
202400117,08/03/2024,000538,Restaurant 1456,Restaurant 1456,"Restaurant, Zaanstreek",Sjors Sombroek,Nederland,Wijdewormer,Korting 12%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2024,202400117,Restaurant 1456,2024,2,11.88,Regular
202400117,08/03/2024,000538,Restaurant 1456,Restaurant 1456,"Restaurant, Zaanstreek",Sjors Sombroek,Nederland,Wijdewormer,Korting 12%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2024,202400117,Restaurant 1456,2024,2,11.88,Regular
202400119,08/03/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40,40,2024,202400119,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400119,08/03/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2024,202400119,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400119,08/03/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400119,Restaurant | Hoop doet Eten,2024,3,140,Regular
202400120,08/03/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",5,Hoop US Lager,100,100,2024,202400120,Lab-44,2024,3,163.3,Regular
202400120,08/03/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2024,202400120,Lab-44,2024,3,163.3,Regular
202400120,08/03/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000446,Hoop - Gem Zaanstad Cadeauset 5x 8 fles + glas,"Cadeauset, Zaanstad",2,Hoop US Lager,3.3,3.3,2024,202400120,Lab-44,2024,3,163.3,Regular
202400122,14/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,25,Hoop Bleke Nelis,49.5,49.5,2024,202400122,Van Bieren Retail,2024,2,66,Regular
202400122,14/03/2024,000467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5,16.5,2024,202400122,Van Bieren Retail,2024,2,66,Regular
202400123,12/03/2024,9,Café Swart B.V.,Café Swart B.V.,"Café, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2024,202400123,Café Swart B.V.,2024,1,40,Regular
